"","item","label","duration","intensity","cog","sdev","skew","kurt"
"235","SN8","B2_SN8_3_s.wav",0.1133125,49.29146542,6307.985816,1122.760089,1.466220418,5.325700324
"236","SN8","B6_SN8_1_s.wav",0.1114583333,48.864637,6305.96408,1122.182773,0.670284354,1.488736251
"237","SN8","B6_SN8_2_s.wav",0.108125,52.3660038,5598.173916,1038.624526,3.516597548,14.18202635
"238","SN8","B4_SN8_1_s.wav",0.1418958333,49.17416861,4477.082116,1063.828403,1.866555292,9.544020859
"239","SN8","B4_SN8_2_s.wav",0.1305625,49.43485754,4213.887151,1221.36412,1.865833197,6.746056361
"240","SN8","B4_SN8_3_s.wav",0.1456666667,52.59427765,4207.942163,1243.677965,1.854785061,6.096898892
"241","SN9","B3_SN9_1_s.wav",0.1960625,42.80583455,8333.022196,2254.720737,-0.6619382793,1.956460676
"242","SN9","B3_SN9_3_s.wav",0.1464583333,48.96366393,7569.138449,2605.244909,-0.148382309,0.6073896015
"243","SN9","B2_SN9_1_s.wav",0.088,49.65185353,6695.253424,1158.654896,0.610574258,4.715773144
"244","SN9","B6_SN9_2_s_alt.wav",0.1564583333,49.91670949,6478.505586,1516.234518,1.353717094,3.829837145
"245","SN9","B2_SN9_3_s.wav",0.1023541667,44.70776342,6459.995192,1053.579286,0.7671301227,2.350807185
"246","SN9","B3_SN9_2_s.wav",0.1347708333,48.82002122,6065.138407,1890.423522,0.6946664305,3.352637077
"247","SN9","B2_SN9_2_s.wav",0.1183333333,46.76406308,5984.833787,1284.087968,1.231061794,5.321908915
"248","SN9","B6_SN9_1_s.wav",0.1087291667,42.58247263,5908.140299,1206.253598,1.607993265,5.0579349
"249","SN9","B6_SN9_2_s.wav",0.1587708333,45.17504361,5847.948858,1139.087696,1.743398803,6.178036464
"250","SN9","B6_SN9_3_s.wav",0.1458958333,47.99088373,5786.02652,1102.809462,1.086838252,7.766411387
"251","SN9","B4_SN9_1_s.wav",0.171875,49.82679649,5767.878328,2118.46779,1.427384532,1.916890272
"252","SN9","B6_SN9_3_s_alt.wav",0.1467291667,49.23213847,5096.175804,793.1890083,5.016422702,30.41535991
"253","SN9","B4_SN9_2_s.wav",0.1172916667,50.66206887,4904.577324,958.3138898,2.696722753,15.98728465
"254","SN9","B4_SN9_3_s.wav",0.1200416667,49.11805235,4652.504018,1164.01618,1.77804431,9.371190165
